0.000000000000000000e+00,2.049864828586578369e-01,6.744551501469686627e-05,4.409251362085342407e-02,1.319250770848157117e-07,2.784463809803128242e-03,7.933438723739527632e-07,5.105188465677201748e-04,7.449665069580078125e-01,4.159247509960550815e-06,2.587017370387911797e-03
0.000000000000000000e+00,1.011740532703697681e-03,3.504993915557861328e-01,4.774072149302810431e-04,7.302258629351854324e-03,3.100502681263606064e-06,2.916582843681680970e-06,5.099480506032705307e-03,1.755484146997332573e-03,9.618553121981676668e-06,6.338385939598083496e-01
0.000000000000000000e+00,9.803917407989501953e-01,8.732549031265079975e-05,1.465513720177114010e-03,2.541080220908042975e-06,2.346941619180142879e-04,3.960548383474815637e-06,2.137597475666552782e-04,1.838977797888219357e-03,1.567553728818893433e-02,8.586078183725476265e-05
0.000000000000000000e+00,7.823856867616996169e-05,1.253756810910999775e-03,2.258522436022758484e-02,3.909177758032456040e-05,2.347045301576144993e-05,1.150359457824379206e-04,9.363280534744262695e-01,4.936904588248580694e-06,7.423044007737189531e-05,3.949800506234169006e-02
0.000000000000000000e+00,7.953818567330017686e-06,4.863980691879987717e-03,2.299949377775192261e-01,4.158077899774070829e-07,2.528563192161215056e-10,3.943039317277907685e-08,7.864782247679613647e-08,2.570112468674778938e-03,2.599609615572262555e-06,7.625598907470703125e-01
0.000000000000000000e+00,3.629086713772267103e-04,9.911356028169393539e-05,9.254555106163024902e-01,3.529233367771666963e-07,3.694520728458883241e-06,5.083181895315647125e-05,3.971438854932785034e-04,2.743106160778552294e-04,8.716122101759538054e-05,7.326899468898773193e-02
0.000000000000000000e+00,8.131336569786071777e-01,6.428337655961513519e-05,1.907251030206680298e-02,4.332166625431455032e-08,5.496959784068167210e-05,9.247002026313566603e-07,2.012818295042961836e-04,1.040929555892944336e-02,2.574247482698410749e-04,1.568055748939514160e-01
0.000000000000000000e+00,8.924170397222042084e-04,3.035827248822897673e-04,3.458392893662676215e-05,1.249022752745077014e-04,4.826951283121161396e-09,2.352232684188493295e-07,2.091914666380034760e-06,4.001360593974823132e-06,8.912127213989151642e-08,9.986380934715270996e-01
0.000000000000000000e+00,9.683871269226074219e-02,6.904846988618373871e-03,3.786464035511016846e-01,3.854647161460889038e-07,6.202543899416923523e-02,1.435493768298101713e-08,4.375780820846557617e-01,2.818766515702009201e-04,5.573200724029447883e-06,1.771864481270313263e-02
0.000000000000000000e+00,9.943586774170398712e-04,7.226715683937072754e-01,8.307299576699733734e-03,7.949496619403362274e-03,1.324915956502081826e-06,6.407819455489516258e-04,4.690482819569297135e-05,2.312303753569722176e-03,1.328402478247880936e-02,2.437919080257415771e-01
0.000000000000000000e+00,8.451696485280990601e-02,1.845228689489886165e-04,8.959909677505493164e-01,2.672176719897834118e-07,3.613428561948239803e-04,1.573486315464833751e-06,6.012226454913616180e-03,1.277845440199598670e-04,8.811241059447638690e-06,1.279551535844802856e-02
0.000000000000000000e+00,3.868607431650161743e-02,1.482447236776351929e-01,1.860148622654378414e-03,2.558995224535465240e-02,7.253234798554331064e-06,2.288784086704254150e-01,7.163429167121648788e-03,1.103425957262516022e-02,3.890454769134521484e-03,5.346453785896301270e-01
0.000000000000000000e+00,2.477992558851838112e-03,1.866952698037493974e-05,6.720385979861021042e-03,2.789499149002949707e-06,5.407111020758748055e-04,2.425628281343961135e-06,1.971580386161804199e-01,5.112160943099297583e-05,1.662023249082267284e-03,7.913658618927001953e-01
0.000000000000000000e+00,1.787168830633163452e-01,8.070107698440551758e-01,3.346430603414773941e-04,4.773923661559820175e-03,2.317204689461505041e-06,1.596596632680302719e-08,7.864209823310375214e-03,4.274763227840594482e-07,1.628306054044514894e-04,1.134017598815262318e-03
0.000000000000000000e+00,1.718362420797348022e-02,5.018735304474830627e-02,4.219877719879150391e-01,2.029840652539860457e-05,2.169229810533579439e-05,3.121610689049703069e-06,5.101156234741210938e-01,5.268919267109595239e-05,9.658041381044313312e-05,3.312415501568466425e-04
0.000000000000000000e+00,7.954412698745727539e-01,1.756310695782303810e-03,2.726861974224448204e-03,1.034191926009953022e-03,3.360480332048609853e-05,5.267201049719005823e-05,1.847995445132255554e-03,1.906370598590001464e-04,6.479672738350927830e-04,1.962685585021972656e-01
0.000000000000000000e+00,2.553339872974902391e-04,5.621865420835092664e-05,9.543869055050890893e-06,2.359822690486907959e-01,1.046452962327748537e-05,3.859680930418107891e-08,4.140395321883261204e-04,6.725169077981263399e-05,3.041187301278114319e-04,7.629007697105407715e-01
